adjusted_edge_jaccard,config,div_fn,div_fp,div_jaccard,div_tp,edge_fn,edge_fp,edge_jaccard,edge_tp,edges_fragmented,edges_lost_to_detection,edges_recovered,missed_gt_nodes,safe_divisions_added,spurious_pred_nodes,stem,t_pred,t_true,weight,wrong_association_edges
0.9851842557125876,tight55,0,0,1.0,1,10,6,0.9823008849557522,888,4,6,888,6,4,4929,6bba_062c8d37,5853,6030.0,904,0
0.8154711179751906,tight55,2,0,0.0,0,38,18,0.8457300275482094,307,6,32,307,26,6,28839,6bba_07e24132,29172,21485.0,363,0
0.9933815887976929,tight55,1,0,0.0,0,7,3,0.9914602903501281,1161,1,6,1161,5,4,7106,6bba_085bf656,8299,8463.0,1171,0
0.8943248531817481,tight55,4,0,0.0,0,92,127,0.8903903903903904,1779,75,17,1779,13,25,27805,6bba_09961292,29742,31117.0,1998,0
0.9471986333071908,relaxed9,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,24,44172,44b6_12dfb391,44954,58672.0,806,0
0.8074764980222752,relaxed9,1,0,0.0,0,25,30,0.8208469055374593,252,17,8,252,5,26,21971,44b6_267148e4,22246,19130.0,307,0
0.881854884696973,relaxed9,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,40,39902,44b6_2a2eff9f,40116,56367.0,231,0
0.9774175677101697,relaxed9,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8199,44b6_341df25f,8413,7436.0,209,0
0.9778623988226638,relaxed9,0,0,1.0,1,15,8,0.9746136865342163,883,6,9,883,9,3,4908,6bba_062c8d37,5829,6030.0,906,0
0.8105309863513261,relaxed9,2,0,0.0,0,39,19,0.8406593406593407,306,7,32,306,26,10,28852,6bba_07e24132,29185,21485.0,364,0
0.9952043434921847,relaxed9,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7096,6bba_085bf656,8289,8463.0,1170,0
0.8942353884974713,relaxed9,4,1,0.0,0,93,126,0.8903355032548823,1778,76,17,1778,13,26,27817,6bba_09961292,29754,31117.0,1997,0
0.9472033658456044,bonus125,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,24,44169,44b6_12dfb391,44951,58672.0,806,0
0.8049232523879675,bonus125,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,26,21955,44b6_267148e4,22230,19130.0,308,0
0.8818016620667106,bonus125,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,40,39937,44b6_2a2eff9f,40151,56367.0,231,0
0.9773909289091475,bonus125,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8201,44b6_341df25f,8415,7436.0,209,0
0.9829874384981172,bonus125,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083142555653674,bonus125,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,7,28851,6bba_07e24132,29184,21485.0,365,0
0.9950869900249553,bonus125,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,4,7106,6bba_085bf656,8299,8463.0,1170,0
0.8910809220818642,bonus125,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,24,27808,6bba_09961292,29745,31117.0,2003,0
0.9471954782815818,gap2step40,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,24,44174,44b6_12dfb391,44956,58672.0,806,0
0.8048676519507676,gap2step40,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,27,21968,44b6_267148e4,22243,19130.0,308,0
0.8818199098256577,gap2step40,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,40,39925,44b6_2a2eff9f,40139,56367.0,231,0
0.9773909289091475,gap2step40,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8201,44b6_341df25f,8415,7436.0,209,0
0.9829874384981172,gap2step40,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083532760989668,gap2step40,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,6,28841,6bba_07e24132,29174,21485.0,365,0
0.9950869900249553,gap2step40,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,4,7106,6bba_085bf656,8299,8463.0,1170,0
0.8910581134757357,gap2step40,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,24,27816,6bba_09961292,29753,31117.0,2003,0
0.9471954782815818,reuse28,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,24,44174,44b6_12dfb391,44956,58672.0,806,0
0.8048676519507676,reuse28,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,27,21968,44b6_267148e4,22243,19130.0,308,0
0.8818199098256577,reuse28,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,40,39925,44b6_2a2eff9f,40139,56367.0,231,0
0.9773909289091475,reuse28,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8201,44b6_341df25f,8415,7436.0,209,0
0.9829874384981172,reuse28,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083532760989668,reuse28,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,6,28841,6bba_07e24132,29174,21485.0,365,0
0.9950869900249553,reuse28,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,4,7106,6bba_085bf656,8299,8463.0,1170,0
0.8910581134757357,reuse28,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,24,27816,6bba_09961292,29753,31117.0,2003,0
0.9472428036657168,dcgap035,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,25,44144,44b6_12dfb391,44926,58672.0,806,0
0.8049360832580906,dcgap035,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,28,21952,44b6_267148e4,22227,19130.0,308,0
0.8818685705161835,dcgap035,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,41,39893,44b6_2a2eff9f,40107,56367.0,231,0
0.9773909289091475,dcgap035,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8201,44b6_341df25f,8415,7436.0,209,0
0.9829874384981172,dcgap035,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083610802056866,dcgap035,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,7,28839,6bba_07e24132,29172,21485.0,365,0
0.9950869900249553,dcgap035,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,4,7106,6bba_085bf656,8299,8463.0,1170,0
0.891075219930332,dcgap035,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,24,27810,6bba_09961292,29747,31117.0,2003,0
